1773899509.600969 server started (4143): version 3.6, socket /tmp/tmux-1001/default, protocol 8
1773899509.600980 on Linux 5.15.0-139-generic #149~20.04.1-Ubuntu SMP Wed Apr 16 08:29:56 UTC 2025
1773899509.600984 using libevent 2.1.12-stable poll
1773899509.600986 using ncurses 6.5 20240427
1773899509.607080 cmd_parse_build_commands 0:1: -N
1773899509.607081 cmd_parse_build_commands 0:2: Resize the pane down by 5
1773899509.607083 cmd_parse_build_commands 0:3: -r
1773899509.607084 cmd_parse_build_commands 0:4: M-Down
1773899509.607086 cmd_parse_build_commands 0:5 0:0: resize-pane
1773899509.607088 cmd_parse_build_commands 0:5 0:1: -D
1773899509.607090 cmd_parse_build_commands 0:5 0:2: 5
1773899509.607092 cmd_parse_build_commands 0:0: resize-pane
1773899509.607093 cmd_parse_build_commands 0:1: -D
1773899509.607095 cmd_parse_build_commands 0:2: 5
1773899509.607098 args_parse_flags: next -D
1773899509.607099 args_parse_flags: -D
1773899509.607101 args_parse_flags: next 5
1773899509.607102 args_parse: flags end at 2 of 3
1773899509.607104 args_parse: 2 = 5 (type STRING)
1773899509.607107 cmd_parse_build_commands: resize-pane -D 5
1773899509.607110 args_parse_flags: next -N
1773899509.607112 args_parse_flag_argument: -N = Resize the pane down by 5
1773899509.607114 args_parse_flags: next -r
1773899509.607115 args_parse_flags: -r
1773899509.607117 args_parse_flags: next M-Down
1773899509.607119 args_parse: flags end at 4 of 6
1773899509.607120 args_parse: 4 = M-Down (type STRING)
1773899509.607123 args_parse: 5 = resize-pane -D 5 (type COMMANDS)
1773899509.607128 cmd_parse_build_commands: bind-key -r -N "Resize the pane down by 5" M-Down { resize-pane -D 5 }
1773899509.607130 cmdq_get_command: [bind-key/0x55b5d87a49b0] group 658
1773899509.607132 cmdq_append <global>: [bind-key/0x55b5d87a49b0]
1773899509.607134 yylex_token: end at WS
1773899509.607136 yylex_token: bind
1773899509.607137 yylex_token: end at WS
1773899509.607139 yylex_token: -N
1773899509.607140 yylex_token: end at WS
1773899509.607142 yylex_token: Resize the pane left by 5
1773899509.607143 yylex_token: end at WS
1773899509.607145 yylex_token: -r
1773899509.607147 yylex_token: end at WS
1773899509.607148 yylex_token: M-Left
1773899509.607150 yylex_token: end at WS
1773899509.607151 yylex_token: resize-pane
1773899509.607153 yylex_token: end at WS
1773899509.607154 yylex_token: -L
1773899509.607156 yylex_token: end at WS
1773899509.607157 yylex_token: 5
1773899509.607160 cmd_parse_build_commands 0:0: bind
1773899509.607161 cmd_parse_build_commands 0:1: -N
1773899509.607163 cmd_parse_build_commands 0:2: Resize the pane left by 5
1773899509.607165 cmd_parse_build_commands 0:3: -r
1773899509.607166 cmd_parse_build_commands 0:4: M-Left
1773899509.607168 cmd_parse_build_commands 0:5 0:0: resize-pane
1773899509.607170 cmd_parse_build_commands 0:5 0:1: -L
1773899509.607171 cmd_parse_build_commands 0:5 0:2: 5
1773899509.607173 cmd_parse_build_commands 0:0: resize-pane
1773899509.607175 cmd_parse_build_commands 0:1: -L
1773899509.607176 cmd_parse_build_commands 0:2: 5
1773899509.607179 args_parse_flags: next -L
1773899509.607181 args_parse_flags: -L
1773899509.607182 args_parse_flags: next 5
1773899509.607184 args_parse: flags end at 2 of 3
1773899509.607185 args_parse: 2 = 5 (type STRING)
1773899509.607188 cmd_parse_build_commands: resize-pane -L 5
1773899509.607189 args_parse_flags: next -N
1773899509.607192 args_parse_flag_argument: -N = Resize the pane left by 5
1773899509.607193 args_parse_flags: next -r
1773899509.607195 args_parse_flags: -r
1773899509.607197 args_parse_flags: next M-Left
1773899509.607199 args_parse: flags end at 4 of 6
1773899509.607200 args_parse: 4 = M-Left (type STRING)
1773899509.607203 args_parse: 5 = resize-pane -L 5 (type COMMANDS)
1773899509.607207 cmd_parse_build_commands: bind-key -r -N "Resize the pane left by 5" M-Left { resize-pane -L 5 }
1773899509.607210 cmdq_get_command: [bind-key/0x55b5d87a4f50] group 666
1773899509.607212 cmdq_append <global>: [bind-key/0x55b5d87a4f50]
1773899509.607214 yylex_token: end at WS
1773899509.607215 yylex_token: bind
1773899509.607217 yylex_token: end at WS
1773899509.607218 yylex_token: -N
1773899509.607220 yylex_token: end at WS
1773899509.607222 yylex_token: Resize the pane right by 5
1773899509.607223 yylex_token: end at WS
1773899509.607225 yylex_token: -r
1773899509.607226 yylex_token: end at WS
1773899509.607228 yylex_token: M-Right
1773899509.607230 yylex_token: end at WS
1773899509.607231 yylex_token: resize-pane
1773899509.607233 yylex_token: end at WS
1773899509.607234 yylex_token: -R
1773899509.607236 yylex_token: end at WS
1773899509.607237 yylex_token: 5
1773899509.607239 cmd_parse_build_commands 0:0: bind
1773899509.607241 cmd_parse_build_commands 0:1: -N
1773899509.607243 cmd_parse_build_commands 0:2: Resize the pane right by 5
1773899509.607244 cmd_parse_build_commands 0:3: -r
1773899509.607246 cmd_parse_build_commands 0:4: M-Right
1773899509.607248 cmd_parse_build_commands 0:5 0:0: resize-pane
1773899509.607249 cmd_parse_build_commands 0:5 0:1: -R
1773899509.607251 cmd_parse_build_commands 0:5 0:2: 5
1773899509.607253 cmd_parse_build_commands 0:0: resize-pane
1773899509.607255 cmd_parse_build_commands 0:1: -R
1773899509.607258 cmd_parse_build_commands 0:2: 5
1773899509.607260 args_parse_flags: next -R
1773899509.607262 args_parse_flags: -R
1773899509.607264 args_parse_flags: next 5
1773899509.607265 args_parse: flags end at 2 of 3
1773899509.607267 args_parse: 2 = 5 (type STRING)
1773899509.607269 cmd_parse_build_commands: resize-pane -R 5
1773899509.607271 args_parse_flags: next -N
1773899509.607273 args_parse_flag_argument: -N = Resize the pane right by 5
1773899509.607274 args_parse_flags: next -r
1773899509.607276 args_parse_flags: -r
1773899509.607278 args_parse_flags: next M-Right
1773899509.607279 args_parse: flags end at 4 of 6
1773899509.607281 args_parse: 4 = M-Right (type STRING)
1773899509.607283 args_parse: 5 = resize-pane -R 5 (type COMMANDS)
1773899509.607288 cmd_parse_build_commands: bind-key -r -N "Resize the pane right by 5" M-Right { resize-pane -R 5 }
1773899509.607291 cmdq_get_command: [bind-key/0x55b5d87a5530] group 674
1773899509.607293 cmdq_append <global>: [bind-key/0x55b5d87a5530]
1773899509.607296 yylex_token: end at WS
1773899509.607298 yylex_token: bind
1773899509.607299 yylex_token: end at WS
1773899509.607301 yylex_token: -N
1773899509.607303 yylex_token: end at WS
1773899509.607304 yylex_token: Resize the pane up
1773899509.607306 yylex_token: end at WS
1773899509.607307 yylex_token: -r
1773899509.607309 yylex_token: end at WS
1773899509.607310 yylex_token: C-Up
1773899509.607312 yylex_token: end at WS
1773899509.607313 yylex_token: resize-pane
1773899509.607315 yylex_token: end at WS
1773899509.607316 yylex_token: -U
1773899509.607318 cmd_parse_build_commands 0:0: bind
1773899509.607320 cmd_parse_build_commands 0:1: -N
1773899509.607322 cmd_parse_build_commands 0:2: Resize the pane up
1773899509.607323 cmd_parse_build_commands 0:3: -r
1773899509.607325 cmd_parse_build_commands 0:4: C-Up
1773899509.607327 cmd_parse_build_commands 0:5 0:0: resize-pane
1773899509.607328 cmd_parse_build_commands 0:5 0:1: -U
1773899509.607331 cmd_parse_build_commands 0:0: resize-pane
1773899509.607332 cmd_parse_build_commands 0:1: -U
1773899509.607335 args_parse_flags: next -U
1773899509.607337 args_parse_flags: -U
1773899509.607338 args_parse: flags end at 2 of 2
1773899509.607341 cmd_parse_build_commands: resize-pane -U
1773899509.607342 args_parse_flags: next -N
1773899509.607344 args_parse_flag_argument: -N = Resize the pane up
1773899509.607346 args_parse_flags: next -r
1773899509.607348 args_parse_flags: -r
1773899509.607349 args_parse_flags: next C-Up
1773899509.607351 args_parse: flags end at 4 of 6
1773899509.607353 args_parse: 4 = C-Up (type STRING)
1773899509.607355 args_parse: 5 = resize-pane -U (type COMMANDS)
1773899509.607359 cmd_parse_build_commands: bind-key -r -N "Resize the pane up" C-Up { resize-pane -U }
1773899509.607362 cmdq_get_command: [bind-key/0x55b5d87a5b60] group 682
1773899509.607364 cmdq_append <global>: [bind-key/0x55b5d87a5b60]
1773899509.607366 yylex_token: end at WS
1773899509.607367 yylex_token: bind
1773899509.607369 yylex_token: end at WS
1773899509.607370 yylex_token: -N
1773899509.607372 yylex_token: end at WS
1773899509.607374 yylex_token: Resize the pane down
1773899509.607375 yylex_token: end at WS
1773899509.607376 yylex_token: -r
1773899509.607378 yylex_token: end at WS
1773899509.607380 yylex_token: C-Down
1773899509.607381 yylex_token: end at WS
1773899509.607383 yylex_token: resize-pane
1773899509.607384 yylex_token: end at WS
1773899509.607386 yylex_token: -D
1773899509.607388 cmd_parse_build_commands 0:0: bind
1773899509.607390 cmd_parse_build_commands 0:1: -N
1773899509.607391 cmd_parse_build_commands 0:2: Resize the pane down
1773899509.607393 cmd_parse_build_commands 0:3: -r
1773899509.607395 cmd_parse_build_commands 0:4: C-Down
1773899509.607397 cmd_parse_build_commands 0:5 0:0: resize-pane
1773899509.607398 cmd_parse_build_commands 0:5 0:1: -D
1773899509.607400 cmd_parse_build_commands 0:0: resize-pane
1773899509.607402 cmd_parse_build_commands 0:1: -D
1773899509.607404 args_parse_flags: next -D
1773899509.607406 args_parse_flags: -D
1773899509.607413 args_parse: flags end at 2 of 2
1773899509.607415 cmd_parse_build_commands: resize-pane -D
1773899509.607417 args_parse_flags: next -N
1773899509.607419 args_parse_flag_argument: -N = Resize the pane down
1773899509.607420 args_parse_flags: next -r
1773899509.607422 args_parse_flags: -r
1773899509.607423 args_parse_flags: next C-Down
1773899509.607425 args_parse: flags end at 4 of 6
1773899509.607427 args_parse: 4 = C-Down (type STRING)
1773899509.607429 args_parse: 5 = resize-pane -D (type COMMANDS)
1773899509.607434 cmd_parse_build_commands: bind-key -r -N "Resize the pane down" C-Down { resize-pane -D }
1773899509.607436 cmdq_get_command: [bind-key/0x55b5d87a5cf0] group 690
1773899509.607438 cmdq_append <global>: [bind-key/0x55b5d87a5cf0]
1773899509.607440 yylex_token: end at WS
1773899509.607442 yylex_token: bind
1773899509.607443 yylex_token: end at WS
1773899509.607445 yylex_token: -N
1773899509.607447 yylex_token: end at WS
1773899509.607448 yylex_token: Resize the pane left
1773899509.607450 yylex_token: end at WS
1773899509.607451 yylex_token: -r
1773899509.607453 yylex_token: end at WS
1773899509.607454 yylex_token: C-Left
1773899509.607456 yylex_token: end at WS
1773899509.607457 yylex_token: resize-pane
1773899509.607459 yylex_token: end at WS
1773899509.607460 yylex_token: -L
1773899509.607463 cmd_parse_build_commands 0:0: bind
1773899509.607464 cmd_parse_build_commands 0:1: -N
1773899509.607466 cmd_parse_build_commands 0:2: Resize the pane left
1773899509.607467 cmd_parse_build_commands 0:3: -r
1773899509.607469 cmd_parse_build_commands 0:4: C-Left
1773899509.607471 cmd_parse_build_commands 0:5 0:0: resize-pane
1773899509.607472 cmd_parse_build_commands 0:5 0:1: -L
1773899509.607474 cmd_parse_build_commands 0:0: resize-pane
1773899509.607476 cmd_parse_build_commands 0:1: -L
1773899509.607479 args_parse_flags: next -L
1773899509.607480 args_parse_flags: -L
1773899509.607482 args_parse: flags end at 2 of 2
1773899509.607484 cmd_parse_build_commands: resize-pane -L
1773899509.607486 args_parse_flags: next -N
1773899509.607488 args_parse_flag_argument: -N = Resize the pane left
1773899509.607489 args_parse_flags: next -r
1773899509.607491 args_parse_flags: -r
1773899509.607493 args_parse_flags: next C-Left
1773899509.607494 args_parse: flags end at 4 of 6
1773899509.607496 args_parse: 4 = C-Left (type STRING)
1773899509.607498 args_parse: 5 = resize-pane -L (type COMMANDS)
1773899509.607503 cmd_parse_build_commands: bind-key -r -N "Resize the pane left" C-Left { resize-pane -L }
1773899509.607505 cmdq_get_command: [bind-key/0x55b5d87a62b0] group 698
1773899509.607507 cmdq_append <global>: [bind-key/0x55b5d87a62b0]
1773899509.607510 yylex_token: end at WS
1773899509.607511 yylex_token: bind
1773899509.607513 yylex_token: end at WS
1773899509.607515 yylex_token: -N
1773899509.607516 yylex_token: end at WS
1773899509.607518 yylex_token: Resize the pane right
1773899509.607519 yylex_token: end at WS
1773899509.607521 yylex_token: -r
1773899509.607523 yylex_token: end at WS
1773899509.607524 yylex_token: C-Right
1773899509.607526 yylex_token: end at WS
1773899509.607527 yylex_token: resize-pane
1773899509.607529 yylex_token: end at WS
1773899509.607530 yylex_token: -R
1773899509.607533 cmd_parse_build_commands 0:0: bind
1773899509.607534 cmd_parse_build_commands 0:1: -N
1773899509.607536 cmd_parse_build_commands 0:2: Resize the pane right
1773899509.607538 cmd_parse_build_commands 0:3: -r
1773899509.607539 cmd_parse_build_commands 0:4: C-Right
1773899509.607541 cmd_parse_build_commands 0:5 0:0: resize-pane
1773899509.607542 cmd_parse_build_commands 0:5 0:1: -R
1773899509.607545 cmd_parse_build_commands 0:0: resize-pane
1773899509.607546 cmd_parse_build_commands 0:1: -R
1773899509.607549 args_parse_flags: next -R
1773899509.607550 args_parse_flags: -R
1773899509.607552 args_parse: flags end at 2 of 2
1773899509.607554 cmd_parse_build_commands: resize-pane -R
1773899509.607556 args_parse_flags: next -N
1773899509.607558 args_parse_flag_argument: -N = Resize the pane right
1773899509.607559 args_parse_flags: next -r
1773899509.607562 args_parse_flags: -r
1773899509.607564 args_parse_flags: next C-Right
1773899509.607566 args_parse: flags end at 4 of 6
1773899509.607568 args_parse: 4 = C-Right (type STRING)
1773899509.607570 args_parse: 5 = resize-pane -R (type COMMANDS)
1773899509.607574 cmd_parse_build_commands: bind-key -r -N "Resize the pane right" C-Right { resize-pane -R }
1773899509.607577 cmdq_get_command: [bind-key/0x55b5d87a6780] group 706
1773899509.607579 cmdq_append <global>: [bind-key/0x55b5d87a6780]
1773899509.607581 yylex_token: end at WS
1773899509.607582 yylex_token: bind
1773899509.607584 yylex_token: end at WS
1773899509.607585 yylex_token: -N
1773899509.607587 yylex_token: end at WS
1773899509.607589 yylex_token: Display window menu
1773899509.607590 yylex_token: end at WS
1773899509.607592 yylex_token: <
1773899509.607593 yylex_token: end at WS
1773899509.607595 yylex_token: display-menu
1773899509.607597 yylex_token: end at WS
1773899509.607598 yylex_token: -xW
1773899509.607600 yylex_token: end at WS
1773899509.607601 yylex_token: -yW
1773899509.607603 yylex_token: end at WS
1773899509.607604 yylex_token: -T
1773899509.607606 yylex_token: end at WS
1773899509.607608 yylex_token: #[align=centre]#{window_index}:#{window_name}
1773899509.607611 yylex_token: end at WS
1773899509.607612 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1773899509.607614 yylex_token: end at WS
1773899509.607615 yylex_token: l
1773899509.607617 yylex_token: end at WS
1773899509.607619 yylex_token: swap-window
1773899509.607620 yylex_token: end at }
1773899509.607622 yylex_token: -t:-1
1773899509.607624 yylex_token: end at WS
1773899509.607626 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1773899509.607628 yylex_token: end at WS
1773899509.607629 yylex_token: r
1773899509.607631 yylex_token: end at WS
1773899509.607632 yylex_token: swap-window
1773899509.607634 yylex_token: end at }
1773899509.607635 yylex_token: -t:+1
1773899509.607638 yylex_token: end at WS
1773899509.607639 yylex_token: #{?pane_marked_set,,-}Swap Marked
1773899509.607641 yylex_token: end at WS
1773899509.607642 yylex_token: s
1773899509.607644 yylex_token: end at }
1773899509.607646 yylex_token: swap-window
1773899509.607647 yylex_token: end at WS
1773899509.607649 yylex_token: 
1773899509.607650 yylex_token: end at WS
1773899509.607652 yylex_token: Kill
1773899509.607653 yylex_token: end at WS
1773899509.607655 yylex_token: X
1773899509.607656 yylex_token: end at }
1773899509.607658 yylex_token: kill-window
1773899509.607660 yylex_token: end at WS
1773899509.607661 yylex_token: Respawn
1773899509.607663 yylex_token: end at WS
1773899509.607664 yylex_token: R
1773899509.607666 yylex_token: end at WS
1773899509.607667 yylex_token: respawn-window
1773899509.607669 yylex_token: end at }
1773899509.607670 yylex_token: -k
1773899509.607672 yylex_token: end at WS
1773899509.607674 yylex_token: #{?pane_marked,Unmark,Mark}
1773899509.607677 yylex_token: end at WS
